ident,name,point_type,region,lat,lon,provider,effective_date,source_url,source_page
ERBIL,ERBIL,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.7216277778,17.0869694444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
ERDES,ERDES,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.6075000000,17.0791666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
ESTAX,ESTAX,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.6570416667,15.0568250000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
ESTOV,ESTOV,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.0183333333,16.6333333333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
ETBIR,ETBIR,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-26.3824805556,17.6459194444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
ETUDU,ETUDU,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.6666666667,12.7225500000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
EVAGU,EVAGU,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.1422138889,16.3443333333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
EVESO,EVESO,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.2835333333,19.4670472222,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
EVOMO,EVOMO,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-25.0245000000,17.4261555556,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
EVUVI,EVUVI,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-17.4028250000,14.3561527778,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
EXEDU,EXEDU,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.9333333333,22.4666666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
