ident,name,point_type,region,lat,lon,provider,effective_date,source_url,source_page
BODZA,BODZA,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.5591666667,18.4302777778,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
BOKSI,BOKSI,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.6352777778,19.8308333333,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
BUDOP,BUDOP,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.6875000000,21.4966666667,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
BUZRA,BUZRA,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.2808333333,19.0627777778,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
DEGET,DEGET,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.4936111111,21.2672222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
DEMOP,DEMOP,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.1747222222,20.0569444444,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
DIMLO,DIMLO,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.6836111111,16.4227777778,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
DODAR,DODAR,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.2144444444,19.5275000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
DUZLA,DUZLA,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.9569444444,18.7302777778,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
EBAMO,EBAMO,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.8322222222,19.5925000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
EBORO,EBORO,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.3558333333,19.9875000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
EDEMU,EDEMU,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.1744444444,19.8080555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
EMBUT,EMBUT,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.4100000000,18.9025000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
EPARI,EPARI,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.6863888889,18.9780555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
ERGOM,ERGOM,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.8083333333,18.7330555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
ERGUZ,ERGUZ,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.0511111111,19.8097222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
ETARO,ETARO,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.5000000000,19.0000000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
ETNIK,ETNIK,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.5694444444,20.7072222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
ETNOG,ETNOG,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.6605555556,21.9700000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
FAHAZ,FAHAZ,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.8886111111,19.0486111111,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
FOGRE,FOGRE,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.4958333333,20.1222222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
GASNA,GASNA,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.8997222222,17.1330555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
GAZDA,GAZDA,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.8052777778,19.3969444444,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
GELKA,GELKA,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.1013888889,20.2330555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
GEMTO,GEMTO,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.1333333333,22.5944444444,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
GILEP,GILEP,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.4833333333,18.2588888889,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
GITAS,GITAS,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.0547222222,18.1741666667,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
GOTAR,GOTAR,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.9977777778,16.2247222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
GOXGE,GOXGE,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.3711111111,21.1969444444,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
IBLIZ,IBLIZ,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.3122222222,20.7747222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
ILHAK,ILHAK,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.9686111111,19.3738888889,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
INVED,INVED,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.1577777778,20.4013888889,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
IZDUW,IZDUW,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.3441666667,21.9233333333,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
JOZEP,JOZEP,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.1891666667,18.7402777778,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
KARIL,KARIL,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.7938888889,22.4422222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
KEKED,KEKED,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.5230555556,21.2913888889,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
KENIN,KENIN,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.3616666667,21.9272222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
KEROP,KEROP,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.1844444444,19.6966666667,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
KEZAL,KEZAL,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.1536111111,20.2313888889,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
KOPRY,KOPRY,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.2402777778,16.9627777778,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
KOVEK,KOVEK,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.8472222222,20.5027777778,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
KUSIS,KUSIS,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.8716666667,22.3838888889,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
KUVEX,KUVEX,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.9083333333,17.4375000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
LAHOR,LAHOR,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.8316666667,19.7280555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
LATOF,LATOF,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.2783333333,20.8005555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
LITKU,LITKU,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.2305555556,19.5986111111,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
LONLA,LONLA,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.3400000000,22.3197222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
LUVEL,LUVEL,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.7666666667,21.3361111111,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
