name,icao,region,elev_ft,rwy_m,rwy_desc,surface,fuel,lat,lon,remarks,source
Sirsa Air Force Station,VISA,IN,650.0,2739.0,05/23,ASP,,29.5606,75.006104,,AIP
Savannakhet Airport,VLSK,LA,509.0,1633.0,04/22,CON,,16.55660057067871,104.76000213623047,,AIP
Sam Neua Airport,VLSN,LA,3281.0,1132.0,08/26,ASP,,20.4184,104.067001,,AIP
Balranald Airport,YBRN,AU,210.0,1185.0,18/36,ASP,,-34.624834,143.577114,,AIP
Cleve Airport,YCEE,AU,589.0,1350.0,08/26,ASP,,-33.709702,136.505005,,AIP
Clermont Airport,YCMT,AU,908.0,1311.0,15/33,ASP,,-22.7731,147.621002,,AIP
Dhanbad Airport,VEDB,IN,847.0,1136.0,07/25,ASP,,23.834,86.425301,,AIP
Halls Creek Airport,YHLC,AU,1346.0,1475.0,04/22,ASP,,-18.2339,127.669998,,AIP
Kerang Airport,YKER,AU,254.0,1067.0,14/32,ASP,,-35.751399993896484,143.93899536132812,,AIP
Mount Keith Airport,YMNE,AU,1792.0,1797.0,11/29,ASP,,-27.28733,120.554937,,AIP
Smithton Airport,YSMI,AU,31.0,1599.0,06/24,ASP,,-40.834999084472656,145.08399963378906,,AIP
Warracknabeal Airport,YWKB,AU,397.0,1372.0,08/26,ASP,,-36.32109832763672,142.41900634765625,,AIP
Young Airport,YYNG,AU,1267.0,1220.0,01/19,ASP,,-34.255576,148.247118,,AIP
Baruun Urt Airport,ZMBU,MN,3205.0,2200.0,18/36,BIT,,46.660301208496094,113.28500366210938,,AIP
Kostomlaty Airstrip,CZ-0244,CZ,,457.0,10/28,GRASS,,50.20843,14.92585,,AIP
Eliwana,YEWA,AU,1576.0,2500.0,28/10,ASP,,-22.428395,116.887879,,AIP
Canton Island Airport,PCIS,KI,9.0,1899.0,09/27,ASP,,-2.7681200504300003,-171.710006714,,AIP
Jiyanklis Air Base,HEGS,EG,49.0,2887.0,12/30,ASP,,30.819799,30.1912,,AIP
Jumandy Airport,SEJD,EC,1234.0,2500.0,09/27,ASP,,-1.060185,-77.580525,,AIP
Akhisar Airport / Akhisar Air Base,LTBT,TR,263.0,2992.0,14L/32R,CON,,38.808899,27.8339,,AIP
Tiriós Airport,SBTS,BR,1127.0,2000.0,10/28,ASP,,2.224537,-55.944711,,AIP
Chachoán Regional Airport,SEAM,EC,8502.0,1925.0,01/19,ASP,,-1.21207,-78.5746,,AIP
Anápolis Airbase,SBAN,BR,3731.0,3300.0,06L/24R,ASP,,-16.2292,-48.964298,,AIP
Anji Tianzihu General Airport,CN-0321,CN,137.0,800.0,08/26,CONCRETE,,30.797725,119.590287,,AIP
Anuradhapura Airport,VCCA,LK,324.0,1486.0,05/23,ASP,,8.301542,80.42848,,AIP
Teniente General Gerardo Pérez Pinedo Airport,SPAY,PE,751.0,1500.0,04/22,ASP,,-10.7291,-73.766502,,AIP
Babo Airport,WASO,ID,10.0,1305.0,02/20,ASP,,-2.53224,133.438995,,AIP
Balashov Air Base,RU-0010,RU,568.0,2000.0,17/35,CON,,51.531687,43.301718,,AIP
Casement Air Base,EIME,IE,319.0,1829.0,10/28,ASP,,53.301700592,-6.451330184940001,,AIP
Bandırma Airport,LTBG,TR,170.0,3010.0,18/36,ASP,,40.318001,27.977699,,AIP
Bani Sweif Air Base,HEBS,EG,102.0,3525.0,01/19,ASP,,29.20224,31.013471,,AIP
Barra do Garças Airport,SBBW,BR,1147.0,1598.0,7/25,ASP,,-15.861417,-52.389008,,AIP
Beaufort MCAS - Merritt Field,KNBC,US,37.0,3719.0,05/23,PEM,,32.4774017334,-80.723197937,,AIP
Nevatim Air Base,LLNV,IL,1330.0,3350.0,08C/26C,ASP,,31.208299636799996,35.012298584,,AIP
Ramon Air Base,LLRM,IL,2126.0,3010.0,07R/25L,ASP,,30.7761,34.666698,,AIP
Beijing Nanjiao Airport,CN-0188,CN,,3800.0,18/36,ASPHALT,,39.482845,116.372295,,AIP
Bellary Airport,VOBI,IN,30.0,1106.0,12/30,ASP,,15.162799835205078,76.88279724121094,,AIP
Bidar Airport / Bidar Air Force Station,VOBR,IN,2178.0,2120.0,02/20,ASP,,17.9081,77.487099,,AIP
Bitam Airport,FOOB,GA,1969.0,1745.0,13/31,LAT,,2.07564,11.4932,,AIP
Blida Airport,DAAB,DZ,535.0,1778.0,06/24,ASP,,36.503601,2.81417,,AIP
Edward Bodden Little Cayman Airfield,MWCL,KY,3.0,998.0,10/28,GRS,,19.660161,-80.088826,,AIP
El Dorado Airport,SVED,VE,318.0,1219.0,08/26,ASP,,6.71573,-61.638786,,AIP
Boufarik Air Base,DAAK,DZ,335.0,3622.0,04/22,CON,,36.545799,2.87611,,AIP
Bourges airport,LFLD,FR,529.0,1550.0,06/24,ASP,,47.060158,2.369633,,AIP
Bückeburg Air Base,ETHB,DE,230.0,1832.0,08/26,ASP,,52.2785,9.08217,,AIP
RMAF Butterworth Air Base,WMKB,MY,11.0,2438.0,18/36,ASP,,5.46592,100.390999,,AIP
Cameri Air Base,LIMN,IT,586.0,2993.0,17/35,ASP,,45.529598,8.66922,,AIP
Brig. Lysias Augusto Rodrigues Airport,SBCI,BR,565.0,1800.0,11/29,ASP,,-7.32044,-47.458698,,AIP
Juan H White Airport,SKCU,CO,174.0,1156.0,01/19,ASP,,7.96847,-75.1985,,AIP
Nuevo Chaitén Airport,SCTN,CL,95.0,1200.0,01/19,ASP,,-42.781943,-72.834999,,AIP
Chañaral Airport,SCRA,CL,97.0,1215.0,09/27,ASP,,-26.3325,-70.6073,,AIP
Châteaudun Airfield,LFOC,FR,433.0,2302.0,10/28,ASP,,48.057907,1.379309,,AIP
Chièvres Air Base,EBCV,BE,194.0,2498.0,08/26,ASP,,50.575802,3.831,,AIP
Chile Chico Airport,SCCC,CL,1070.0,1200.0,12/30,ASP,,-46.5831,-71.686323,,AIP
Chinchilla Airport,YCCA,AU,1028.0,1066.0,14/32,ASP,,-26.771947,150.617571,,AIP
Čáslav Air Base,LKCV,CZ,794.0,2400.0,13/31,CON,,49.939701,15.3818,,AIP
Coban Airport,MGCB,GT,4339.0,1018.0,03/21,ASP,,15.469,-90.4067,,AIP
Cape Canaveral SFS Skid Strip,KXMR,US,10.0,3048.0,13/31,ASP,,28.4676,-80.566597,,AIP
Planalto Serrano Regional Airport,SNCP,BR,2887.0,1802.0,09/27,ASPH,,-27.634128,-50.358253,,AIP
Coveñas Airport,SKCV,CO,31.0,1340.0,05/23,ASP,,9.40092,-75.6913,,AIP
Daet Airport,RPUD,PH,10.0,1150.0,06/24,ASP,,14.1292,122.980003,,AIP
Deblin Military Air Base,EPDE,PL,392.0,2500.0,12/30,ASP,,51.551021,21.892322,,AIP
Guanghan Airport,ZUGH,CN,1531.0,2200.0,13/31,ASP,,30.9485,104.3296,,AIP
Dolna Mitropoliya Air Base,LBPL,BG,330.0,2186.0,10L/28R,GRE,,43.451771,24.502423,,AIP
Duncan Town Airport,MYRD,BS,6.0,1158.0,13/31,ASP,,22.181801,-75.7295,,AIP
Mc Entire Joint National Guard Base,KMMT,US,254.0,2747.0,14/32,PEM,,33.92079926,-80.80130005,,AIP
Las Flores Airport,SKBC,CO,111.0,1215.0,10/28,ASP,,9.04554,-73.9749,,AIP
Emmen Air Base,LSME,CH,1400.0,2502.0,04/22,ASP,,47.092444,8.305184,,AIP
Faßberg Air Base,ETHS,DE,245.0,2440.0,09/27,ASP,,52.919399,10.185827,,AIP
Ficksburg Sentraoes Airport,FAFB,ZA,5315.0,1400.0,08/26,ASP,,-28.82309913635254,27.908899307250977,,AIP
Muir Army Air Field (Fort Indiantown Gap) Airport,KMUI,US,488.0,1213.0,07/25,ASP,,40.435214,-76.568661,,AIP
Vesoul-Frotey Airfield,LFQW,FR,1249.0,1442.0,08/26,ASP,,47.638588,6.204443,,AIP
Ghedi Air Base,LIPL,IT,333.0,2991.0,13/31,ASP,,45.432551,10.268612,,AIP
Gifu Airport,RJNG,JP,128.0,2701.0,10/28,CON,,35.3941,136.869995,,AIP
Santiago Vila Airport,SKGI,CO,900.0,1600.0,02/20,ASP,,4.27624,-74.7967,,AIP
Gorna Oryahovitsa Airport,LBGO,BG,285.0,2450.0,09/27,CON,,43.151402,25.7129,,AIP
Goya Airport,SATG,AR,128.0,2260.0,4/22,ASP,,-29.1058,-59.2189,,AIP
Lechfeld Air Base,ETSL,DE,1822.0,2442.0,03/21,CON,,48.185504,10.8612,,AIP
Taranto-Grottaglie Marcello Arlotta Airport,LIBG,IT,215.0,3200.0,17/35,ASP,,40.517502,17.4032,,AIP
Gualeguaychu Airport,SAAG,AR,75.0,1330.0,1/19,ASP,,-33.005567,-58.612833,,AIP
Guanare Airport,SVGU,VE,606.0,1800.0,05/23,ASP,,9.026944,-69.75515,,AIP
Calabozo Airport,SVCL,VE,328.0,1460.0,09/27,ASP,,8.924656,-67.417091,,AIP
Guasdualito Airport,SVGD,VE,427.0,2070.0,05/23,ASP,,7.210834,-70.756386,,AIP
Haeju Airfield,KP-0002,KP,131.0,1890.0,13/31,GRASS,,38.00739,125.777321,,AIP
Ramat David Air Base,LLRD,IL,185.0,2606.0,09/27,ASP,,32.6651,35.179501,,AIP
Paloich Airport,HSFA,SS,1290.0,2500.0,01/19,ASPHALT,,10.529167,32.500556,,AIP
Dundigul Air Force Academy,VODG,IN,2013.0,2515.0,10L/28R,CON,,17.627199173,78.4033966064,,AIP
Iberia Airport,SPBR,PE,750.0,1350.0,13/31,ASP,,-11.4116,-69.488701,,AIP
Ilam Airport,OICI,IR,4404.0,2799.0,14/32,ASP,,33.58660125732422,46.40480041503906,,AIP
Ishurdi Airport,VGIS,BD,45.0,1433.0,15/33,CON,,24.1525,89.0494,,AIP
Jenpeg Airport,CZJG,CA,729.0,1158.0,15/33,GRAVEL,,54.51890182495117,-98.04609680175781,,AIP
Jiroft Airport,OIKJ,IR,2663.0,2206.0,13/31,ASP,,28.723519,57.675037,,AIP
Kailashahar Airport,VEKR,IN,79.0,1006.0,03/21,ASP,,24.308657,92.00768,,AIP
Kake Airport,PAFE,US,172.0,1219.0,11/29,ASPH-G,,56.961312,-133.910202,,AIP
Grabtsevo Airport,UUBC,RU,656.0,2099.0,13/31,ASP,,54.5499992371,36.3666687012,,AIP
Oreshkovo Airfield,RU-3686,RU,545.0,2000.0,07/25,CON,,54.467731,36.073685,,AIP
Gangshan Air Force Base,RCAY,TW,34.0,2444.0,18R/36L,CON,,22.782499,120.263,,AIP
Faisal Air Base,OPSF,PK,29.0,2457.0,08/26,ASP,,24.87420082092285,67.11849975585938,,AIP
Kauhajoki Airfield,EFKJ,FI,407.0,1160.0,07/25,ASP,,62.463212,22.390817,,AIP
Borisoglebskoye Airport,UWKG,RU,213.0,3300.0,11/29,CON,,55.866699,49.133301,,AIP
Kėdainiai Air Base,EYKD,LT,171.0,2000.0,16/34,ASP,,55.31169891357422,23.95639991760254,,AIP
Kédougou Airport,GOTK,SN,584.0,1800.0,11/29,ASP,,12.57229995727539,-12.22029972076416,,AIP
Ämari Air Base,EEEI,EE,65.0,2000.0,06/24,CON,,59.259599,24.204799,,AIP
Khojaly Airport,UB13,AZ,2001.0,2178.0,05/23,ASP,,39.901402,46.786999,,AIP
Hwangsuwon Airbase,KP-0035,KP,4050.0,2896.0,14/32,CON,,40.6814,128.151001,,AIP
Shaykovka Air Base,RU-9942,RU,666.0,3000.0,16/34,CON,,54.2267,34.3717,,AIP
Kleinsee Airport,FAKZ,ZA,270.0,1500.0,02/20,ASP,,-29.6884002686,17.093999862700002,,AIP
Kota Airport,VIKO,IN,896.0,1243.0,08/26,ASP,,25.160200119,75.84559631350001,,AIP
Malacky/Kuchyňa Air Base,LZMC,SK,679.0,2500.0,01/19,CON,,48.402,17.118401,,AIP
Johan Pienaar Airport,FAKU,ZA,4382.0,1700.0,02/20,ASP,,-27.456596,23.411946,,AIP
Kwail Air Base,KP-0039,KP,89.0,2500.0,15/33,CON,,38.425487,125.019093,,AIP
German Olano Air Base,SKPQ,CO,566.0,3044.0,01/19,ASP,,5.48361,-74.6574,,AIP
La Plata Airport,SADL,AR,72.0,1427.0,2/20,ASP,,-34.9722,-57.8947,,AIP
Lake Manyara Airport,HTLM,TZ,4150.0,1220.0,12/30,BIT,,-3.37631,35.818298,,AIP
Lakehurst Maxfield Field Airport,KNEL,US,101.0,1525.0,06/24,ASP,,40.03329849,-74.353302,,AIP
Lambarene Airport,FOGR,GA,82.0,2303.0,04/22,LAT,,-0.704389,10.2457,,AIP
Langebaanweg Airport,FALW,ZA,108.0,2344.0,02R/20L,ASP,,-32.968898773199996,18.1602993011,,AIP
Linhares Municipal Airport,SNLN,BR,138.0,1860.0,06/24,ASPH,,-19.355202,-40.07128,,AIP
Malmen Air Base,ESCF,SE,308.0,2214.0,01/19,ASP,,58.397666,15.522422,,AIP
Khok Kathiam Airport,VTBL,TH,123.0,2210.0,16/34,ASP,,14.87462,100.663397,,AIP
Jose Maria Velasco Ibarra Airport,SEMA,EC,1508.0,1077.0,01/19,ASP,,-4.37823009491,-79.94100189210002,,AIP
Magan Airport,UEMM,RU,577.0,1300.0,01/19,CON,,62.103484,129.545288,,AIP
Baracoa Airport,SKMG,CO,178.0,1500.0,11/29,ASP,,9.28474,-74.8461,,AIP
Clarence A. Bain Airport,MYAB,BS,19.0,1524.0,09/27,BIT,,24.287701,-77.684601,,AIP
Al Mansurah Airbase,HE32,EG,13.0,2769.0,14/32,ASP,,30.9676,31.4342,,AIP
Marandúa Air Base,SKUA,CO,285.0,2472.0,03/21,GRE,,5.52448,-68.6856,,AIP
Mărculești Air Base,LUBM,MD,312.0,2510.0,07/25,CON,,47.862701,28.212799,,AIP
Mariquita Airport,SKQU,CO,1531.0,1800.0,01/19,ASP,,5.21256,-74.8836,,AIP
Masvingo International Airport,FVMV,ZW,3595.0,1726.0,17/35,BIT,,-20.0553,30.8591,,AIP
Mati National Airport,RPMQ,PH,156.0,1625.0,14/32,CON,,6.949091,126.27368,,AIP
Mecheria Airport,DAAY,DZ,3855.0,3591.0,06/24,ASP,,33.535900116,-0.242353007197,,AIP
Desert Rock Airport,KDRA,US,3314.0,2291.0,02/20,ASP,,36.6194,-116.032997,,AIP
Merowe Airport,HSMN,SD,897.0,4019.0,02/20,ASPHALT,,18.443333,31.843333,,AIP
Mianwali Air Base,OPMI,PK,690.0,3154.0,06L/24R,ASP,,32.5630989074707,71.5707015991211,,AIP
Péronne Saint-Quentin Airfield,LFAG,FR,295.0,1390.0,09/27,ASP,,49.868871,3.029566,,AIP
Mongu Airport,FLMG,ZM,3488.0,1463.0,09/27,BRI,,-15.2545,23.1623,,AIP
Muzaffarpur Airport,VEMZ,IN,174.0,1216.0,10/28,ASP,,26.119101,85.313698,,AIP
Ali Air Base,ORTL,IQ,20.0,3333.0,12L/30R,CON,,30.935801,46.090099,,AIP
Nejanilini Lake Airport,CYNN,CA,1000.0,1021.0,17/35,GRAVEL/SAND,,59.4874992371,-97.78029632570001,,AIP
Nenana Municipal Airport,PANN,US,362.0,1402.0,04L/22R,ASP,,64.548772,-149.074516,,AIP
Safdarjung Airport,VIDD,IN,705.0,1378.0,12/30,ASP,,28.585453,77.203563,,AIP
Hongyuan Airport,ZUHY,CN,11600.0,3600.0,16/34,CON,,32.53154,102.35224,,AIP
Krechevitsy Air Base,RU-9345,RU,100.0,2500.0,04/22,CON,,58.625,31.385,,AIP
Campo de Provas Brigadeiro Veloso,SBCC,BR,1777.0,2599.0,12/30,ASP,,-9.33394,-54.965401,,AIP
Aguas Claras Airport,SKOC,CO,3850.0,1200.0,01/19,ASP,,8.31506,-73.3583,,AIP
Okondja Airport,FOGQ,GA,1325.0,1500.0,08/26,ASP,,-0.665214,13.6731,,AIP
Bou Saada Airport,DAAD,DZ,1506.0,2200.0,04/22,ASP,,35.3325,4.20639,,AIP
Owando Airport,FCOO,CG,1214.0,1800.0,09/27,ASP,,-0.524566,15.93782,,AIP
Palermo-Boccadifalco Airport,LICP,IT,345.0,1224.0,17/35,ASP,,38.115919,13.31337,,AIP
Paso De Los Libres Airport,SARL,AR,230.0,2260.0,18/36,ASP,,-29.6894,-57.1521,,AIP
Tydeo Larre Borges Airport,SUPU,UY,138.0,1320.0,02/20,ASP,,-32.3633,-58.061901,,AIP
Comodoro Pedro Zanni Airport,SAZP,AR,278.0,1500.0,18/36,ASP,,-35.8446,-61.8576,,AIP
Garden Point Airport,YGPT,AU,90.0,1315.0,04/22,COP,,-11.399686,130.425568,,AIP
Shatalovo Air Base,RU-4609,RU,630.0,2500.0,08/26,CON,,54.34,32.473301,,AIP
Guapiles Airport,MRGP,CR,883.0,1100.0,03/21,CON,,10.2172002792,-83.79699707030001,,AIP
Port Clarence Coast Guard Station,PAPC,US,10.0,1371.0,16/34,ASPH,,65.2537002563,-166.85899353,,AIP
Captain Fuentes Martinez Airport,SCFM,CL,104.0,2500.0,09/27,ASP,,-53.2537,-70.319199,,AIP
Kasiguncu Airport,WAFP,ID,174.0,1113.0,03/21,ASP,,-1.414121,120.659241,,AIP
Valenciennes-Denain Airfield,LFAV,FR,165.0,1708.0,11/29,ASP,,50.327823,3.461061,,AIP
General Bartolome Salom International Airport,SVPC,VE,32.0,2124.0,10/28,ASP,,10.4805,-68.072998,,AIP
Qazvin Airport,OIIK,IR,4184.0,1119.0,10/28,ASP,,36.240101,50.0471,,AIP
Quixadá Airport,SNQX,BR,735.0,1200.0,14/32,ASP,,-4.979006,-38.987622,,AIP
Råda Air Base,ESFR,SE,230.0,1986.0,18/36,ASP,,58.4981,13.0532,,AIP
Reconquista Airport,SATR,AR,160.0,2800.0,10/28,CON,,-29.210278,-59.683333,,AIP
Tel Nof Air Base,LLEK,IL,193.0,2402.0,18/36,ASP,,31.8395,34.8218,,AIP
Campo Délio Jardim de Mattos Airport,SBAF,BR,110.0,2001.0,8/26,CON,,-22.875099,-43.384701,,AIP
Ross River Airport,CYDM,CA,2314.0,1524.0,08/26,GRVL,,61.9706001282,-132.42300415,,AIP
Rourkela Airport,VERK,IN,659.0,1825.0,09/27,ASP,,22.256571,84.815193,,AIP
Rtishchevo Air Base,RU-10047,RU,673.0,2000.0,08/26,CON,,52.297317,43.7241,,AIP
Rubelsanto Airport,MGRB,GT,426.0,1430.0,08/26,ASP,,15.992,-90.445297,,AIP
Aérodrome de Saint-Girons - Antichan,LFCG,FR,1368.0,1100.0,15/33,ASP,,43.007801,1.10315,,AIP
Sub Teniente Nestor Arias Airport,SVSP,VE,761.0,1500.0,05/23,ASP,,10.2787,-68.755203,,AIP
Ruben Cantu Airport,MPSA,PA,272.0,1200.0,17/35,ASP,,8.085599899291992,-80.94529724121094,,AIP
São Paulo Catarina Executive Airport,SBJH,BR,2547.0,2470.0,12/30,ASP,,-23.426886,-47.165658,,AIP
Engels Air Base,RU-8602,RU,121.0,3498.0,04/22,CON,,51.480499,46.215,,AIP
Sarzana-Luni Bartolomeo Arrigoni Airport,LIQW,IT,45.0,905.0,18/36,ASP,,44.087375,9.987877,,AIP
Iruma Air Base,RJTJ,JP,295.0,2000.0,17/35,ASP,,35.8419,139.410995,,AIP
Barysiai Airfield,EYSB,LT,270.0,1000.0,10/28,ASP,,56.070599,23.5581,,AIP
Sirjan Airport,OIKY,IR,5846.0,3766.0,14/32,ASP,,29.5509,55.672699,,AIP
Sivrihisar Airport,LTAV,TR,3185.0,3400.0,11/29,ASP,,39.4515,31.365299,,AIP
Skive Airport,EKSV,DK,74.0,1199.0,14/32,ASP,,56.550201,9.17298,,AIP
Sodankyla Airport,EFSO,FI,602.0,1500.0,16/34,ASP,,67.3949966431,26.6191005707,,AIP
Soltsy-2 Air Base,RU-10049,RU,131.0,3000.0,05/23,CON,,58.139545,30.33042,,AIP
Sovetskaya Gavan (Maygatka) Airport,UHKM,RU,768.0,3000.0,09/27,CON,,48.925067,140.035348,,AIP
Staraya Russa Air Base,RU-10055,RU,82.0,2000.0,01/19,CON,,57.961399,31.384399,,AIP
Strezhevoy Airport,UNSS,RU,164.0,2000.0,15/33,CON,,60.7094,77.660004,,AIP
Pukchang Air Base,KP-0022,KP,217.0,2484.0,14/32,CONCRETE,,39.505001,125.963997,,AIP
Chenghu General Airport,CN-0316,CN,33.0,654.0,10/28,CON,,31.215334,120.789328,,AIP
Tabas Airport,OIMT,IR,2312.0,3041.0,15/33,ASP,,33.667801,56.8927,,AIP
Palmyra Airport,OSPR,SY,1322.0,2880.0,08/26,ASP,,34.5574,38.316898,,AIP
Al Taji Army Air Field,ORTI,IQ,121.0,1759.0,16/34,PEM,,33.523899,44.256699,,AIP
Las Breas Airport,SCTT,CL,2580.0,1195.0,15/33,ASP,,-25.564301,-70.3759,,AIP
Tambov Air Base,RU-4339,RU,554.0,2500.0,16/34,CON,,52.700626,41.374168,,AIP
Tarauacá Airport,SBTK,BR,646.0,1130.0,14/32,ASP,,-8.155534,-70.782985,,AIP
Taszár Air Base,LHTA,HU,531.0,2501.0,16/34,UNK,,46.393101,17.9175,,AIP
Tela Airport,MHTE,HN,7.0,1346.0,06/24,ASP,,15.7759,-87.4758,,AIP
Tiraspol Airfield,LUTR,MD,141.0,2500.0,16/34,CON,,46.868099,29.590599,,AIP
Yubileyniy Airfield,UAON,KZ,328.0,4500.0,06/24,ASPHALT,,46.052421,63.249185,,AIP
Jūrmala Airport,EVTA,LV,220.0,2498.0,13/31,ASP,,56.9422,23.2239,,AIP
Tumut Aerodrome,YTMU,AU,878.0,1060.0,17/35,ASP,,-35.26832,148.240526,,AIP
Tzaneen Airport,FATZ,ZA,1914.0,1420.0,06/24,ASP,,-23.8244,30.3293,,AIP
Udbina Airfield,HR-0034,HR,2462.0,2750.0,13/31,CON,,44.557598,15.7744,,AIP
Udhampur Air Force Station,VIUX,IN,2066.0,2743.0,18/36,PEM,,32.902152,75.155709,,AIP
İstanbul Samandıra Army Air Base,LTBX,TR,400.0,1380.0,18/36,CON,,40.993,29.216499,,AIP
Vallenar Airport,SCLL,CL,1725.0,1409.0,10/28,ASP,,-28.596399,-70.755997,,AIP
Vinnytsia/Gavyryshivka International Airport,UKWW,UA,961.0,2492.0,13/31,CONCRETE,,49.242531,28.613778,,AIP
Viterbo Airport,LIRV,IT,992.0,1300.0,04C/22C,ASPH,,42.435297,12.061362,,AIP
Wairoa Airport,NZWO,NZ,42.0,914.0,16/34,ASP,,-39.011862,177.404401,,AIP
Step Air Base,RU-7576,RU,2329.0,3000.0,09/27,CON,,51.016701,115.432999,,AIP
Yasuj Airport,OISY,IR,5939.0,2598.0,13/31,ASP,,30.702238,51.542988,,AIP
Danilovo Air Base,RU-4421,RU,384.0,2350.0,16/34,CON,,56.66,48.033298,,AIP
Zabol Airport,OIZB,IR,1628.0,3002.0,16/34,ASP,,31.098301,61.5439,,AIP
Zaqatala International Airport,UBBY,AZ,1279.0,3000.0,15/33,ASPHALT,,41.557823,46.669464,,AIP
Sir Abubakar Tafawa Balewa Bauchi State International Airport,DNBC,NG,1965.0,3400.0,17/35,ASP,,10.482833,9.744,,AIP
Bobo Dioulasso Airport,DFOO,BF,1511.0,3300.0,06/24,ASP,,11.1601,-4.33097,,AIP
Corisco International Airport,OCS,GQ,55.0,3115.0,01/19,CONCRETE,,0.910937,9.33027,,AIP
Halwara International Airport,VIHX,IN,790.0,3050.0,13/31,PEM,,30.748501,75.629799,,AIP
Red Sea International Airport,RSI,SA,140.0,3700.0,15L/33R,ASP,,25.627975,37.088914,,AIP
Hawassa International Airport,HALA,ET,5450.0,3000.0,01/19,ASPH,,7.100611,38.396455,,AIP
Huai'an Lianshui Airport,ZSSH,CN,28.0,2800.0,04/22,CON,,33.792712,119.126657,,AIP
Alexei Leonov Kemerovo International Airport,UNEE,RU,863.0,3200.0,05/23,CON,,55.2701,86.107201,,AIP
Kirkuk International Airport,ORKK,IQ,1061.0,2990.0,13/31,CON,,35.469501,44.3489,,AIP
Kokshetau International Airport,UACK,KZ,900.0,2537.0,02/20,ASP,,53.329102,69.594597,,AIP
Kulob International Airport,UTDK,TJ,2293.0,3000.0,01/19,ASP,,37.988098,69.805,,AIP
Bicol International Airport,RPLK,PH,319.0,2500.0,05/23,PEM,,13.111915,123.676829,,AIP
Dr. Antonio Agostinho Neto International Airport,FNBJ,AO,550.0,4000.0,06R/24L,PEM,,-9.050734,13.499078,,AIP
Mokha International Airport,YE-0012,YE,,3000.0,18/36,ASP,,13.296941,43.231858,,AIP
Navi Mumbai International Airport,IN-0276,IN,184.0,3700.0,08/26,ASP,,18.984597,73.065253,,AIP
Maafaru International Airport,VRDA,MV,6.0,2850.0,06/24,ASPHALT,,5.817407,73.468404,,AIP
Techo International Airport,KH-0002,KH,20.0,4000.0,05/23,CON,,11.359987,104.921272,,AIP
General Ulpiano Paez International Airport,SESA,EC,18.0,2630.0,13/31,ASP,,-2.210057,-80.985067,,AIP
Saransk International Airport,UWPS,RU,676.0,2800.0,02/20,CONC,,54.12513,45.212257,,AIP
Gagarin International Airport,UWSG,RU,103.0,3000.0,08/26,CON,,51.712778,46.171111,,AIP
Dara Sakor International Airport,KH-0001,KH,60.0,3200.0,03/21,CONCRETE,,10.914244,103.226652,,AIP
Golden Ring Yaroslavl International Airport,UUDL,RU,287.0,3008.0,05/23,ASP,,57.560699,40.157398,,AIP
Zhanjiang Wuchuan International Airport,ZGZJ,CN,,3200.0,15/33,,,21.481667,110.590278,,AIP
Zhoushan Putuoshan International Airport,ZSZS,CN,6.0,2500.0,18/36,CON,,29.933874,122.362307,,AIP
Berenice International Airport / Banas Cape Air Base,EES,EG,108.0,3027.0,13L/31R,ASP,,23.980437,35.460277,,AIP
Long Thanh International Airport (Under Construction),VN-0018,VN,249.0,4000.0,05L/23R,CON,,10.772842,107.040596,,AIP
Mosul International Airport,ORBM,IQ,719.0,2650.0,15/33,CON,,36.305801,43.1474,,AIP
Blackwater Airport,YBTR,AU,657.0,1531.0,18/36,ASP,,-23.6031,148.807007,,AIP
Tubuai Airport,NTAT,PF,7.0,1500.0,03/21,ASP,,-23.365400314331055,-149.5240020751953,,AIP
Fakarava Airport,NTGF,PF,13.0,1401.0,05/23,ASP,,-16.054100036621094,-145.65699768066406,,AIP
Khoram Abad Airport,OICK,IR,3782.0,3200.0,11/29,ASP,,33.43539810180664,48.282901763916016,,AIP
Sanandaj Airport,OICS,IR,4522.0,2640.0,01/19,ASP,,35.24589920043945,47.00920104980469,,AIP
Adıyaman Airport,LTCP,TR,2216.0,2485.0,04/22,CON,,37.7314,38.468899,,AIP
Aksu Hongqipo Airport,ZWAK,CN,3816.0,2400.0,09/27,ASP,,41.262501,80.291702,,AIP
Anaa Airport,NTGA,PF,10.0,1500.0,14/32,ASP,,-17.3526,-145.509995,,AIP
Analalava Airport,FMNL,MG,345.0,1200.0,11/29,COP,,-14.629514,47.763555,,AIP
Antsirabe Airport,FMNH,MG,20.0,1193.0,18/36,ASP,,-14.9994,50.320202,,AIP
Ambalabe Airport,FMNW,MG,92.0,1500.0,01/19,ASP,,-14.8988,47.9939,,AIP
Balkanabat International Airport,TM-0002,TM,-26.0,3200.0,16/34,ASP,,39.681052,54.206008,,AIP
Bandundu Airport,FZBO,CD,1063.0,1380.0,11/29,ASP,,-3.31132,17.381701,,AIP
Battambang Airport,VDBG,KH,59.0,1600.0,07/25,ASP,,13.0956,103.223999,,AIP
Carlos Manuel de Cespedes Airport,MUBY,CU,203.0,2099.0,07/25,ASP,,20.3964,-76.621399,,AIP
Belgorod International Airport,UUOB,RU,735.0,2500.0,11/29,ASP,,50.643798828125,36.5900993347168,,AIP
Besalampy Airport,FMNQ,MG,125.0,1233.0,08/26,BIT,,-16.74453,44.482484,,AIP
Bojnord Airport,OIMN,IR,3499.0,3225.0,07/25,ASP,,37.49300003051758,57.30820083618164,,AIP
