name,icao,region,elev_ft,rwy_m,rwy_desc,surface,fuel,lat,lon,remarks,source
Cobb County International Airport-McCollum Field,KRYY,US,1040.0,1919.0,09/27,ASP,,34.01316,-84.59721,,AIP
Sugar Land Regional Airport,KSGR,US,82.0,2438.0,17/35,CON,,29.622299194336,-95.65650177002,,AIP
Bowman Field,KLOU,US,546.0,1328.0,06/24,ASP,,38.2280006409,-85.6636962891,,AIP
General Rafael Buelna International Airport,MMMZ,MX,38.0,2703.0,09/27,ASP,,23.162823,-106.264517,,AIP
Maryse Condé International Airport,TFFR,GP,36.0,3505.0,12/30,ASP,,16.265443,-61.532754,,AIP
General Juan N. Álvarez International Airport,MMAA,MX,16.0,3302.0,10/28,CON,,16.757126,-99.753113,,AIP
Münster Osnabrück Airport,EDDG,DE,160.0,2170.0,07/25,ASP,,52.133816,7.688482,,AIP
Lanseria International Airport,FALA,ZA,4517.0,3048.0,06L/24R,ASP,,-25.938964,27.926642,,AIP
Khartoum International Airport,HSSK,SD,1265.0,2972.0,18/36,ASPHALT,,15.5895,32.5532,,AIP
Luang Phabang International Airport,VLLB,LA,955.0,2500.0,06/24,ASP,,19.904273,102.167191,,AIP
Clark International Airport / Clark Air Base,RPLC,PH,484.0,3200.0,02L/20R,CON,,15.186,120.559998,,AIP
Toussaint Louverture International Airport,MTPP,HT,122.0,3040.0,10/28,ASP,,18.580023,-72.292596,,AIP
Guanajuato International Airport,MMLO,MX,5956.0,3500.0,13/31,ASP,,20.992695,-101.480284,,AIP
Taipei Songshan International Airport,RCSS,TW,18.0,2605.0,10/28,ASP,,25.067244,121.552822,,AIP
Tampere-Pirkkala Airport,EFTP,FI,390.0,2700.0,06/24,ASP,,61.414101,23.604401,,AIP
Greater Binghamton/Edwin A Link field,KBGM,US,1636.0,2227.0,16/34,ASP,,42.20869827,-75.97979736,,AIP
Chippewa Valley Regional Airport,KEAU,US,913.0,2469.0,04/22,CON,,44.86579895019531,-91.48429870605469,,AIP
MBS International Airport,KMBS,US,668.0,2439.0,05/23,ASP,,43.533181,-84.083104,,AIP
Garden City Regional Airport,KGCK,US,2891.0,2225.0,17/35,PEM,,37.9275016785,-100.723999023,,AIP
"Haugesund Airport, Karmøy",ENHD,NO,86.0,2120.0,13/31,ASP,,59.345299,5.20836,,AIP
Manhattan Regional Airport,KMHK,US,1057.0,2256.0,03/21,CON,,39.14099884033203,-96.6707992553711,,AIP
Cornwall Airport Newquay,EGHQ,GB,390.0,2744.0,12/30,ASP,,50.440601,-4.99541,,AIP
Farnborough Airport,EGLF,GB,238.0,2440.0,06/24,ASP,,51.275799,-0.776333,,AIP
Hancock County-Bar Harbor Airport,KBHB,US,83.0,1585.0,04/22,ASP,,44.45000076,-68.3615036,,AIP
Canyonlands Regional Airport,KCNY,US,4557.0,2243.0,03/21,ASP,,38.755001,-109.754997,,AIP
Boca Raton Airport,KBCT,US,13.0,1913.0,05/23,ASP,,26.3785,-80.107697,,AIP
Northern Colorado Regional Airport,KFNL,US,5016.0,2591.0,15/33,ASP,,40.44969,-105.011272,,AIP
Huronia Airport,CYEE,CA,770.0,1219.0,16/34,ASP,,44.6833000183,-79.9282989502,,AIP
Norwood Memorial Airport,KOWD,US,49.0,1221.0,17/35,ASP,,42.1904983521,-71.1728973389,,AIP
Red Bluff Municipal Airport,KRBL,US,352.0,1655.0,15/33,ASP,,40.1506996155,-122.251998901,,AIP
St Thomas Municipal Airport,CYQS,CA,778.0,1528.0,09/27,ASP,,42.77000045776367,-81.11080169677734,,AIP
Houari Boumediene Airport,DAAG,DZ,82.0,3500.0,05/23,ASP,,36.693886,3.214531,,AIP
Varna Airport,LBWN,BG,230.0,2517.0,09/27,CON,,43.232101,27.8251,,AIP
Kabul International Airport,OAKB,AF,5877.0,3500.0,11/29,ASP,,34.565899,69.212303,,AIP
Lille Airport,LFQQ,FR,157.0,2825.0,08/26,ASP,,50.566564,3.102429,,AIP
Djerba Zarzis International Airport,DTTJ,TN,19.0,3100.0,09/27,ASP,,33.873719,10.7773,,AIP
President Carlos Ibáñez International Airport,SCCI,CL,139.0,2790.0,07/25,ASP,,-53.002602,-70.854599,,AIP
Memorial Field Airport,KHOT,US,540.0,2010.0,05/23,ASP,,34.4788,-93.096262,,AIP
Lübeck Blankensee Airport,EDHL,DE,53.0,2102.0,07/25,ASP,,53.805401,10.7192,,AIP
North Eleuthera Airport,MYEH,BS,13.0,1835.0,07/25,ASP,,25.475823,-76.680784,,AIP
North Platte Regional Airport Lee Bird Field,KLBF,US,2777.0,2439.0,12/30,CON,,41.12620163,-100.6839981,,AIP
Norwich Airport,EGSH,GB,118.0,1842.0,09/27,CONCRETE/ASPHALT,,52.6758,1.28278,,AIP
Saint John Airport,CYSJ,CA,357.0,2134.0,05/23,ASP,,45.31610107421875,-65.89029693603516,,AIP
Salisbury Ocean City Wicomico Regional Airport,KSBY,US,52.0,1951.0,14/32,PEM,,38.34049987792969,-75.51029968261719,,AIP
Zakynthos International Airport Dionysios Solomos,LGZA,GR,12.0,2228.0,16/34,ASP,,37.7509,20.8843,,AIP
Saint Paul Downtown Holman Field,KSTP,US,705.0,1978.0,14/32,ASP,,44.93479,-93.060036,,AIP
Brandon Municipal Airport,CYBR,CA,1343.0,1981.0,08/26,ASP,,49.91,-99.951897,,AIP
Concord-Padgett Regional Airport,KJQF,US,705.0,2256.0,02/20,ASP,,35.387798,-80.709099,,AIP
Montrose Regional Airport,KMTJ,US,5759.0,3048.0,17/35,ASP,,38.5098,-107.893997,,AIP
Bowling Green Warren County Regional Airport,KBWG,US,547.0,1982.0,03/21,ASP,,36.964500427199994,-86.41970062259999,,AIP
Amílcar Cabral International Airport,GVAC,CV,177.0,3280.0,01/19,ASP,,16.7414,-22.9494,,AIP
Guilin Liangjiang International Airport,ZGKL,CN,570.0,3200.0,01/19,CON,,25.219828,110.039553,,AIP
Bucharest Băneasa Aurel Vlaicu International Airport,LRBS,RO,297.0,3200.0,07/25,CON,,44.503133,26.102944,,AIP
King Shaka International Airport,FALE,ZA,295.0,3700.0,06/24,ASPHALT,,-29.6144444444,31.1197222222,,AIP
Jaipur International Airport,VIJP,IN,1263.0,2797.0,08/26,PEM,,26.8242,75.812202,,AIP
Lombok International Airport,WADL,ID,319.0,3300.0,13/31,ASPHALT,,-8.759962,116.278169,,AIP
San Bernardino International Airport,KSBD,US,1159.0,3048.0,06/24,CON,,34.096717,-117.236596,,AIP
California Redwood Coast-Humboldt County Airport,KACV,US,221.0,1843.0,14/32,ASP,,40.978101,-124.109,,AIP
Timmins/Victor M. Power,CYTS,CA,967.0,1829.0,03/21,ASP,,48.569698333699996,-81.376701355,,AIP
Le Touquet-Côte d'Opale Airport,LFAT,FR,36.0,1850.0,13/31,ASP,,50.518284,1.621656,,AIP
Salinas Municipal Airport,KSNS,US,85.0,1830.0,08/26,ASP,,36.662799835205,-121.60600280762,,AIP
McMinnville Municipal Airport,KMMV,US,163.0,1652.0,04/22,ASP,,45.194401,-123.136002,,AIP
Greenville Downtown Airport,KGMU,US,1048.0,1644.0,01/19,ASP,,34.847903,-82.350217,,AIP
Leesburg International Airport,KLEE,US,76.0,1920.0,13/31,ASP,,28.82309914,-81.80870056,,AIP
Red Deer Regional Airport,CYQF,CA,2968.0,2286.0,17/35,ASP,,52.182201,-113.893997,,AIP
Philip Billard Municipal Airport,KTOP,US,881.0,1554.0,13/31,ASP,,39.069899,-95.622606,,AIP
Cape May County Airport,KWWD,US,23.0,1601.0,01/19,ASP,,39.008499145500004,-74.9083023071,,AIP
Hercílio Luz International Airport,SBFL,BR,16.0,2400.0,14/32,ASP,,-27.670279,-48.552502,,AIP
Kenneth Kaunda International Airport,FLLS,ZM,3779.0,3962.0,10/28,ASP,,-15.330833,28.452722,,AIP
Félix-Houphouët-Boigny International Airport,DIAP,CI,21.0,3000.0,03/21,ASP,,5.26139,-3.92629,,AIP
Isle of Man Airport,EGNS,IM,52.0,2110.0,08/26,ASP,,54.083081,-4.623871,,AIP
Chief Dawid Stuurman International Airport,FAPE,ZA,226.0,2160.0,08/26,ASP,,-33.989715,25.617353,,AIP
Kuching International Airport,WBGG,MY,89.0,3780.0,07/25,ASP,,1.487364,110.352859,,AIP
Alexandria International Airport,KAEX,US,89.0,2850.0,14/32,CON,,31.325828,-92.546702,,AIP
Almería Airport,LEAM,ES,70.0,3200.0,07/25,ASP,,36.843899,-2.3701,,AIP
Dubuque Regional Airport,KDBQ,US,1077.0,1982.0,13/31,CON,,42.402,-90.709503,,AIP
Elko Regional Airport,KEKO,US,5140.0,2199.0,05/23,ASP,,40.82490158081055,-115.79199981689453,,AIP
Perot Field/Fort Worth Alliance Airport,KAFW,US,722.0,3391.0,16R/34L,CONC-GRVD,,32.99044,-97.31947,,AIP
Barkley Regional Airport,KPAH,US,410.0,1981.0,04/22,ASP,,37.06079864501953,-88.7738037109375,,AIP
Sioux Gateway Airport / Brigadier General Bud Day Field,KSUX,US,1098.0,2744.0,13/31,CON,,42.397605,-96.382237,,AIP
London Biggin Hill Airport,EGKB,GB,598.0,1806.0,03/21,ASP,,51.33079910279999,0.0324999988079,,AIP
Boulder City Municipal Airport,K61B,US,2201.0,1555.0,09/27,ASP,,35.947161,-114.858799,,AIP
Imperial County Airport,KIPL,US,-54.0,1618.0,14/32,ASP,,32.83539,-115.574026,,AIP
Shenandoah Valley Regional Airport,KSHD,US,1201.0,1829.0,05/23,ASP,,38.263802,-78.8964,,AIP
Ukiah Municipal Airport,KUKI,US,614.0,1348.0,15/33,ASP,,39.125999,-123.200996,,AIP
General William J Fox Airfield,KWJF,US,2351.0,2195.0,06/24,ASP,,34.7411,-118.219002,,AIP
Smiths Falls-Montague (Russ Beach) Airport,CYSH,CA,416.0,1219.0,06/24,ASP,,44.945801,-75.940598,,AIP
Wuhan Tianhe International Airport,ZHHH,CN,113.0,3600.0,05L/23R,CON,,30.774798,114.213723,,AIP
Beijing Daxing International Airport,ZBAD,CN,98.0,3800.0,11L/29R,CON,,39.501289,116.413967,,AIP
Halim Perdanakusuma International Airport,WIHH,ID,84.0,3000.0,06/24,ASP,,-6.266989,106.890318,,AIP
Tangier Ibn Battuta Airport,GMTT,MA,62.0,3500.0,10/28,ASP,,35.731741,-5.921459,,AIP
Alghero-Fertilia Airport,LIEA,IT,87.0,3000.0,02/20,ASP,,40.632099,8.29077,,AIP
Cavern City Air Terminal,KCNM,US,3295.0,2394.0,03/21,ASP,,32.337501525878906,-104.26300048828125,,AIP
F.G.L. Airport Granada-Jaén Airport,LEGR,ES,1860.0,2900.0,09/27,ASP,,37.188702,-3.77736,,AIP
Rutland - Southern Vermont Regional Airport,KRUT,US,787.0,1617.0,01/19,ASP,,43.5294,-72.9496,,AIP
Youngstown Warren Regional Airport,KYNG,US,1192.0,2744.0,14/32,ASP,,41.26070023,-80.67910004,,AIP
Danbury Municipal Airport,KDXR,US,458.0,1348.0,08/26,ASP,,41.371656,-73.482227,,AIP
Hutchinson Municipal Airport,KHUT,US,1543.0,2135.0,13/31,ASP,,38.0654983521,-97.86060333250002,,AIP
Rosecrans Memorial Airport,KSTJ,US,826.0,2457.0,17/35,CON,,39.771900177002,-94.909698486328,,AIP
Bremerton National Airport,KPWT,US,444.0,1829.0,02/20,ASP,,47.490200042725,-122.76499938965,,AIP
Sion Airport,LSGS,CH,1582.0,2000.0,07/25,ASPH,,46.219166,7.326944,,AIP
Sherbrooke Airport,CYSC,CA,792.0,1829.0,13/31,ASP,,45.438599,-71.691399,,AIP
Coeur D'Alene Airport - Pappy Boyington Field,KCOE,US,2320.0,2256.0,06/24,ASP,,47.7743,-116.82,,AIP
Grand Strand Airport,KCRE,US,32.0,1828.0,05/23,ASP,,33.8116989136,-78.72389984130001,,AIP
Stinson Municipal Airport,KSSF,US,577.0,1524.0,09/27,ASP,,29.336999893188,-98.471099853516,,AIP
Kigali International Airport,HRYR,RW,4859.0,3500.0,10/28,ASP,,-1.96863,30.1395,,AIP
Chişinău International Airport,LUKK,MD,399.0,3590.0,08/26,CON,,46.92774,28.931704,,AIP
Harstad/Narvik Airport,ENEV,NO,84.0,2815.0,17/35,ASP,,68.491302,16.678101,,AIP
General Ignacio L. Pesqueira International Airport,MMHO,MX,627.0,2300.0,05/23,ASP,,29.092811,-111.053015,,AIP
Karlsruhe Baden-Baden Airport,EDSB,DE,408.0,2983.0,03/21,ASP,,48.7794,8.0805,,AIP
Maurice Bishop International Airport,TGPY,GD,41.0,2744.0,10/28,ASP,,12.003996,-61.785302,,AIP
Comox Valley International Airport / CFB Comox,CYQQ,CA,84.0,3048.0,12/30,PEM,,49.7108,-124.887001,,AIP
Seve Ballesteros-Santander Airport,LEXJ,ES,16.0,2320.0,11/29,ASP,,43.427101,-3.82001,,AIP
Tofino / Long Beach Airport,CYAZ,CA,80.0,1524.0,07/25,CON,,49.079833,-125.775583,,AIP
Wichita Falls Municipal Airport / Sheppard Air Force Base,KSPS,US,1019.0,3993.0,15R/33L,CON,,33.9888,-98.491898,,AIP
Brainerd Lakes Regional Airport,KBRD,US,1232.0,2164.0,16/34,CONC-E,,46.402861,-94.129727,,AIP
Tacoma Narrows Airport,KTIW,US,294.0,1525.0,17/35,ASP,,47.267407,-122.577295,,AIP
Tuscaloosa National Airport,KTCL,US,170.0,1981.0,04/22,ASP,,33.2206,-87.611397,,AIP
Lawrence Municipal Airport,KLWM,US,148.0,1524.0,05/23,ASP,,42.717201232899995,-71.1233978271,,AIP
Findlay Airport,KFDY,US,813.0,1981.0,18/36,ASP,,41.013500213600004,-83.66870117190001,,AIP
Oceanside Municipal Airport,KOKB,US,28.0,827.0,07/25,ASP,,33.217947,-117.351683,,AIP
Visalia Municipal Airport,KVIS,US,295.0,2000.0,12/30,ASP,,36.318699,-119.392998,,AIP
Kaohsiung International Airport,RCKH,TW,31.0,3150.0,09/27,CON,,22.577101,120.349998,,AIP
Klagenfurt Airport,LOWK,AT,1472.0,2720.0,10L/28R,CON,,46.642502,14.3377,,AIP
Priština Adem Jashari International Airport,BKPR,XK,1789.0,3040.0,17/35,ASP,,42.5728,21.035801,,AIP
Pune International Airport,VAPO,IN,1942.0,3048.0,10/28,ASP,,18.5821,73.919701,,AIP
Federico Fellini International Airport,LIPR,IT,40.0,2996.0,13/31,ASP,,44.020024,12.612198,,AIP
Ramón Villeda Morales International Airport,MHLM,HN,91.0,2805.0,04/22,CON,,15.4526,-87.923599,,AIP
Sultan Abdul Aziz Shah International Airport,WMSA,MY,90.0,3780.0,15/33,ASP,,3.13058,101.549004,,AIP
General Heriberto Jara International Airport,MMVR,MX,90.0,2400.0,19/01,ASP,,19.139589,-96.188602,,AIP
Brno-Tuřany Airport,LKTB,CZ,778.0,2650.0,09/27,CON,,49.151276,16.693972,,AIP
Brunswick Golden Isles Airport,KBQK,US,26.0,2439.0,07/25,PEM,,31.258801,-81.466499,,AIP
Teesside International Airport,EGNV,GB,120.0,2291.0,05/23,ASP,,54.509201,-1.42941,,AIP
Gary/Chicago International Airport,KGYY,US,591.0,2700.0,12/30,ASP,,41.617087,-87.413206,,AIP
Marquette/Sawyer International Airport,KSAW,US,1221.0,2765.0,01/19,PEM,,46.351498,-87.395884,,AIP
Ihor Sikorsky Kyiv International Airport (Zhuliany),UKKK,UA,587.0,2310.0,08/26,CONCRETE,,50.40194,30.45194,,AIP
Key Field / Meridian Regional Airport,KMEI,US,297.0,3049.0,01/19,ASP,,32.3326,-88.7519,,AIP
Exuma International Airport,MYEF,BS,9.0,2149.0,12/30,ASP,,23.562599,-75.877998,,AIP
Reading Regional Airport (Carl A Spaatz Field),KRDG,US,344.0,1935.0,13/31,ASP,,40.378502,-75.965202,,AIP
Ayers Rock Connellan Airport,YAYE,AU,1626.0,2599.0,13/31,ASP,,-25.185913,130.97703,,AIP
Yampa Valley Airport,KHDN,US,6606.0,3048.0,10/28,ASP,,40.481201,-107.218002,,AIP
Topeka Regional Airport,KFOE,US,1078.0,3902.0,13/31,CON,,38.950901,-95.663597,,AIP
Smith Reynolds Airport,KINT,US,969.0,2028.0,15/33,ASP,,36.13370132446289,-80.22200012207031,,AIP
Conroe-North Houston Regional Airport,KCXO,US,245.0,2286.0,14/32,ASP,,30.351801,-95.414497,,AIP
Aurora State Airport,KUAO,US,200.0,1525.0,17/35,ASP,,45.247100830078125,-122.7699966430664,,AIP
Beverly Regional Airport,KBVY,US,107.0,1524.0,16/34,ASP,,42.584202,-70.916496,,AIP
Concord Municipal Airport,KCON,US,342.0,1830.0,17/35,ASP,,43.20270157,-71.50229645,,AIP
Barstow Daggett Airport,KDAG,US,1930.0,1951.0,08/26,ASP,,34.85369873,-116.7870026,,AIP
Mojave Air &  Space Port,KMHV,US,2801.0,3811.0,12/30,PEM,,35.056391,-118.145342,,AIP
Brindisi Airport,LIBR,IT,47.0,3048.0,13/31,ASP,,40.6576,17.947001,,AIP
Groningen Airport Eelde,EHGG,NL,17.0,2500.0,05/23,ASP,,53.119107,6.577652,,AIP
Cabo San Lucas International Airport,MMSL,MX,459.0,2133.0,11/29,ASP,,22.949072,-109.939479,,AIP
Cannes Mandelieu Airport,LFMD,FR,13.0,1540.0,17/35,ASP,,43.547998,6.955176,,AIP
Chambéry Aix les Bains airport,LFLB,FR,779.0,2020.0,18/36,ASP,,45.6381,5.88023,,AIP
Dothan Regional Airport,KDHN,US,401.0,2591.0,14/32,ASP,,31.321300506591797,-85.44960021972656,,AIP
Marche Airport,LIPY,IT,49.0,2962.0,04/22,ASP,,43.616299,13.3623,,AIP
Central Nebraska Regional Airport,KGRI,US,1847.0,2134.0,17/35,ASP,,40.967498779296875,-98.30960083007812,,AIP
Tri-State Airport / Milton J. Ferguson Field,KHTS,US,828.0,2139.0,12/30,ASP,,38.366699,-82.557999,,AIP
Ketchikan International Airport,PAKT,US,89.0,2896.0,ESE/WNW,WATER,,55.35559845,-131.7140045,,AIP
Crater Lake-Klamath Regional Airport,KLMT,US,4095.0,3140.0,14/32,PEM,,42.156101,-121.733002,,AIP
Pocatello Regional Airport,KPIH,US,4452.0,2761.0,03/21,ASP,,42.9098014831543,-112.59600067138672,,AIP
Portorož Airport,LJPZ,SI,7.0,1201.0,15/33,ASP,,45.47201,13.615951,,AIP
Townsville Airport / RAAF Base Townsville,YBTL,AU,18.0,2438.0,01/19,ASP,,-19.252904,146.766512,,AIP
Vincenzo Florio Airport Trapani-Birgi,LICT,IT,25.0,2698.0,13/31,ASP,,37.9114,12.488,,AIP
Olympia Regional Airport,KOLM,US,209.0,1676.0,17/35,ASP,,46.969399,-122.903,,AIP
Mansfield Lahm Regional Airport,KMFD,US,1297.0,2744.0,14/32,ASP,,40.82139968869999,-82.5166015625,,AIP
Delaware County Johnson Field,KMIE,US,937.0,1981.0,14/32,ASP,,40.242298,-85.395897,,AIP
Gore Bay Manitoulin Airport,CYZE,CA,623.0,1676.0,11/29,ASP,,45.8853,-82.567802,,AIP
Bakersfield International Airport,KL45,US,378.0,1219.0,16/34,ASP,,35.324799,-118.996002,,AIP
Pembroke Airport,CYTA,CA,529.0,1524.0,17/35,ASP,,45.86439895629883,-77.25170135498047,,AIP
San Marcos Regional Airport,KHYI,US,597.0,1929.0,08/26,ASP,,29.8927,-97.862999,,AIP
Winslow Lindbergh Regional Airport,KINW,US,4941.0,2286.0,04/22,ASP,,35.021900177,-110.722999573,,AIP
Maputo Airport,FQMA,MZ,145.0,3660.0,05/23,ASP,,-25.920799,32.572601,,AIP
Silvio Pettirossi International Airport,SGAS,PY,292.0,3352.0,02/20,ASP,,-25.240156,-57.519227,,AIP
Kaunas International Airport,EYKA,LT,256.0,3250.0,08/26,ASP,,54.963965,24.08582,,AIP
Quatro de Fevereiro International Airport,FNLU,AO,243.0,3716.0,05/23,ASP,,-8.85837,13.2312,,AIP
Xoxocotlán International Airport,MMOX,MX,4989.0,2450.0,01/19,ASP,,16.998773,-96.726092,,AIP
Turku Airport,EFTU,FI,161.0,2500.0,08/26,ASP,,60.514099,22.2628,,AIP
Vágar Airport,EKVG,FO,280.0,1800.0,12/30,ASP,,62.063256,-7.275782,,AIP
Lugano Airport,LSZA,CH,915.0,1415.0,01/19,ASP,,46.004299,8.91058,,AIP
Campbell River Airport,CYBL,CA,346.0,1981.0,12/30,ASP,,49.950802,-125.271004,,AIP
Dryden Regional Airport,CYHD,CA,1354.0,1827.0,12/30,ASP,,49.831699,-92.744202,,AIP
Joplin Regional Airport,KJLN,US,981.0,1982.0,13/31,ASP,,37.151798,-94.498299,,AIP
"Kristiansund Airport, Kvernberget",ENKB,NO,204.0,2390.0,07/25,ASP,,63.111801,7.82452,,AIP
Maribor Edvard Rusjan Airport,LJMB,SI,876.0,2500.0,14/32,ASP,,46.4799,15.6861,,AIP
Leonard M. Thompson International Airport,MYAM,BS,6.0,1859.0,09/27,ASP,,26.510711,-77.084262,,AIP
Medicine Hat Regional Airport,CYXH,CA,2352.0,1524.0,03/21,ASP,,50.018902,-110.721001,,AIP
New Bedford Regional Airport,KEWB,US,80.0,1646.0,05/23,ASP,,41.67610168457031,-70.95690155029297,,AIP
Southwest Oregon Regional Airport,KOTH,US,17.0,1823.0,05/23,ASP,,43.41709899902344,-124.24600219726562,,AIP
Sankt Gallen Altenrhein Airport,LSZR,CH,1306.0,1455.0,10/28,ASPH,,47.485001,9.56077,,AIP
Tivat Airport,LYTV,ME,20.0,2502.0,14/32,ASP,,42.404701,18.723301,,AIP
Joslin Field Magic Valley Regional Airport,KTWF,US,4154.0,2653.0,08/26,ASP,,42.4818,-114.487999,,AIP
Waterloo Regional Airport,KALO,US,873.0,2560.0,12/30,ASP,,42.557098388671875,-92.40029907226562,,AIP
Arlington Municipal Airport,KAWO,US,142.0,1625.0,16/34,ASP,,48.161448,-122.158442,,AIP
Orcas Island Airport,KORS,US,31.0,884.0,16/34,ASPH-G,,48.708199,-122.910004,,AIP
Hagerstown Regional Richard A Henson Field,KHGR,US,703.0,2134.0,09/27,ASP,,39.708771,-77.728014,,AIP
Merced Regional Macready Field,KMCE,US,155.0,1803.0,12/30,ASP,,37.284698,-120.514,,AIP
Purdue University Airport,KLAF,US,606.0,2012.0,10/28,ASP,,40.412875,-86.939363,,AIP
Yellowstone Airport,KWYS,US,6649.0,2560.0,01/19,ASP,,44.6884,-111.117996,,AIP
Westerly State Airport,KWST,US,81.0,1222.0,07/25,ASP,,41.349602,-71.803398,,AIP
London Oxford Airport,EGTK,GB,270.0,1526.0,01/19,ASP,,51.836899,-1.32,,AIP
Trois-Rivières Airport,CYRQ,CA,199.0,2745.0,05/23,ASP,,46.35279846191406,-72.67939758300781,,AIP
Wendover Airport,KENV,US,4237.0,3049.0,08/26,ASP,,40.7187004089,-114.03099823,,AIP
Nnamdi Azikiwe International Airport,DNAA,NG,1123.0,3609.0,04/22,ASP,,9.00679,7.26317,,AIP
Mehrabad International Airport,OIII,IR,3962.0,4041.0,11R/29L,ASP,,35.689175,51.314392,,AIP
Aswan International Airport,HESN,EG,650.0,3402.0,17/35,ASP,,23.961075,32.820382,,AIP
Bastia-Poretta International airport,LFKB,FR,26.0,2519.0,16/34,ASP,,42.5527,9.48373,,AIP
Alfonso Bonilla Aragon International Airport,SKCL,CO,3162.0,3000.0,02/20,ASP,,3.542717,-76.381898,,AIP
Kayseri Erkilet International Airport,LTAU,TR,3463.0,3000.0,07/25,CON,,38.770401,35.495399,,AIP
Governor Francisco Gabrielli International Airport,SAME,AR,2310.0,2835.0,18/36,CON,,-32.831699,-68.7929,,AIP
Asturias Airport,LEAS,ES,416.0,2200.0,11/29,ASP,,43.563599,-6.03462,,AIP
Teniente Luis Candelaria International Airport,SAZS,AR,2774.0,2348.0,11/29,ASP,,-41.151199,-71.157501,,AIP
Adana Şakirpaşa Airport,LTAF,TR,65.0,2750.0,05/23,ASP,,36.982201,35.280399,,AIP
Campo Grande Airport,SBCG,BR,1833.0,2600.0,06/24,CON,,-20.469998,-54.673988,,AIP
Cranbrook/Canadian Rockies International Airport,CYXC,CA,3082.0,1829.0,16/34,ASP,,49.610802,-115.781998,,AIP
High Level Airport,CYOJ,CA,1110.0,1524.0,13/31,ASP,,58.62139892578125,-117.16500091552734,,AIP
Kangerlussuaq International Airport,BGSF,GL,165.0,2810.0,09/27,ASP,,67.010446,-50.715294,,AIP
Kenora Airport,CYQK,CA,1332.0,1768.0,08/26,ASP,,49.788299560546875,-94.36309814453125,,AIP
Manuel Márquez de León International Airport,MMLP,MX,69.0,2500.0,18/36,CON,,24.072331,-110.362662,,AIP
"Svalbard Airport, Longyear",ENSB,NO,88.0,2319.0,09/27,ASP,,78.246101,15.4656,,AIP
Pierre Regional Airport,KPIR,US,1744.0,2103.0,13/31,ASP,,44.38270187,-100.2860031,,AIP
Rennes-Saint-Jacques Airport,LFRN,FR,124.0,2100.0,10/28,ASP,,48.0695,-1.73479,,AIP
Vigo Airport,LEVX,ES,856.0,2400.0,01/19,ASP,,42.2318,-8.62677,,AIP
Double Eagle II Airport,KAEG,US,5837.0,2255.0,04/22,ASP,,35.145199,-106.794998,,AIP
Merrill Field,PAMR,US,137.0,1219.0,07/25,ASP,,61.212792,-149.843988,,AIP
Friedman Memorial Airport,KSUN,US,5318.0,2301.0,13/31,ASP,,43.50439835,-114.2959976,,AIP
Hays Regional Airport,KHYS,US,1999.0,1982.0,16/34,ASP,,38.844521,-99.273148,,AIP
Seymour Galapagos Ecological Airport,SEGS,EC,207.0,2401.0,14/32,ASP,,-0.453758,-90.2659,,AIP
Greenbrier Valley Airport,KLWB,US,2302.0,2135.0,04/22,ASP,,37.857914,-80.400438,,AIP
Central Wisconsin Airport,KCWA,US,1277.0,2354.0,08/26,CON,,44.777448,-89.670238,,AIP
Telluride Regional Airport,KTEX,US,9070.0,2167.0,09/27,ASP,,37.9538,-107.907997,,AIP
Astoria Regional Airport,KAST,US,15.0,1766.0,08/26,ASP,,46.158000946,-123.878997803,,AIP
Ellington Airport,KEFD,US,32.0,2744.0,17R/35L,CON,,29.607299804700002,-95.1587982178,,AIP
Owen Sound / Billy Bishop Regional Airport,CYOS,CA,1007.0,1198.0,18/36,ASP,,44.5903015137,-80.8375015259,,AIP
Sultan Hasanuddin International Airport,WAAA,ID,47.0,3100.0,03/21,ASPH,,-5.075539,119.553702,,AIP
Paderborn Lippstadt Airport,EDLP,DE,699.0,2180.0,06/24,ASP,,51.612527,8.617459,,AIP
Loreto International Airport,MMLT,MX,34.0,2200.0,16/34,ASP,,25.989549,-111.348408,,AIP
Umeå Airport,ESNU,SE,24.0,2302.0,14/32,ASP,,63.791801,20.282801,,AIP
Visby Airport,ESSV,SE,164.0,2000.0,03/21,ASP,,57.6628,18.346201,,AIP
Zaragoza Airport,LEZG,ES,863.0,3718.0,12R/30L,ASP,,41.666199,-1.04155,,AIP
Jack Brooks Regional Airport,KBPT,US,15.0,2058.0,12/30,CON,,29.9508,-94.020699,,AIP
Cape Girardeau Regional Airport,KCGI,US,342.0,1981.0,10/28,CON,,37.2253,-89.570801,,AIP
"Kirkenes Airport, Høybuktmoen",ENKR,NO,283.0,2115.0,05/23,ASP,,69.7258,29.8913,,AIP
Morgantown Municipal Airport Walter L. (Bill) Hart Field,KMGW,US,1248.0,1585.0,18/36,ASP,,39.643305,-79.917598,,AIP
Pellston Regional Airport of Emmet County Airport,KPLN,US,721.0,1985.0,14/32,ASP,,45.57089996,-84.79669952,,AIP
Watertown International Airport,KART,US,325.0,2134.0,10/28,ASP,,43.991901,-76.021698,,AIP
Erie-Ottawa International Airport,KPCW,US,590.0,1721.0,09/27,ASP,,41.515647,-82.868328,,AIP
Pullman-Moscow Regional Airport,KPUW,US,2556.0,2164.0,05/23,ASP,,46.741601,-117.11163,,AIP
Stillwater Regional Airport,KSWO,US,1000.0,2256.0,17/35,ASP,,36.162132,-97.085581,,AIP
