ident,name,point_type,region,lat,lon,source,provider,effective_date,source_url,validation_status,source_page,page_effective_date
RIVER,RIVER,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.7069444444,36.9805555556,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
RUDOL,RUDOL,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,3.9969611111,37.4175500000,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
SELRU,SELRU,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-2.5006916667,35.8600277778,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
STONY,STONY,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.5034388889,37.0212250000,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TETEK,TETEK,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.0332694444,37.6714694444,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TEVEN,TEVEN,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,4.1769444444,34.4527777778,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TEVIN,TEVIN,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.7005805556,37.5336611111,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TEVOX,TEVOX,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.7720555556,36.7834444444,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TEXAV,TEXAV,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.1275000000,35.0358333333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TEXIN,TEXIN,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,4.1672222222,34.1205555556,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TEXUM,TEXUM,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-3.3113888889,40.1183333333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TIBAB,TIBAB,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.2634722222,35.0166111111,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TIBET,TIBET,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.3509166667,36.3740000000,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TIBIN,TIBIN,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.4530555556,37.8641416667,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TIDAK,TIDAK,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.0114555556,35.9847583333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TIGEM,TIGEM,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.8640944444,38.2717750000,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TILEV,TILEV,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.5435277778,35.4516111111,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
TIMAK,TIMAK,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.4486944444,34.9798611111,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UDKOR,UDKOR,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.3855555556,34.9113888889,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UDPAM,UDPAM,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.0822222222,37.0319444444,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UNRAS,UNRAS,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.0553083333,33.9255861111,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
USERO,USERO,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.7066805556,35.2490722222,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
USUKA,USUKA,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,4.4661111111,33.9852777778,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
USUKU,USUKU,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.9922222222,40.7822222222,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
USUSA,USUSA,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.1461111111,37.0030555556,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTADA,UTADA,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-3.3897805556,40.2363333333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTAKO,UTAKO,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.1819444444,34.5497222222,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTATA,UTATA,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-2.6858250000,37.0425055556,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTEPI,UTEPI,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-2.0361361111,37.3512777778,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTERA,UTERA,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.7815638889,36.3021972222,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTETU,UTETU,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.0894444444,34.9080555556,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTEVI,UTEVI,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-3.4300000000,40.0402777778,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTIKU,UTIKU,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-3.4931194444,38.8557555556,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTINI,UTINI,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.3730555556,35.3955555556,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTODA,UTODA,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.3977777778,35.1975000000,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,143,15 MAY 2025
UTOLO,UTOLO,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.1022222222,34.6983333333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UTOSA,UTOSA,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.0166666667,37.1108333333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UTOXI,UTOXI,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-2.5083333333,41.0419444444,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UTUGO,UTUGO,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-3.0563888889,39.9647222222,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UTUTO,UTUTO,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.1225638889,37.8196750000,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UTVER,UTVER,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.0433333333,37.0530555556,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UVANA,UVANA,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.3583055556,35.4883333333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UVOPO,UVOPO,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.6338722222,37.4162166667,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UVOTO,UVOTO,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.3466666667,34.8194444444,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UVOVA,UVOVA,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.7738388889,37.6421333333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
UVUKO,UVUKO,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-4.7023361111,39.5009083333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
WAJIR,WAJIR,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,1.7468138889,40.0824250000,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XABON,XABON,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-4.0790555556,44.0010444444,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XABOR,XABOR,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-2.3291666667,40.9516666667,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XABUL,XABUL,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-0.2766666667,34.5852777778,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XADOS,XADOS,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,0.1633333333,37.2897222222,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XAGIT,XAGIT,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.4279750000,36.1308833333,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XAKRI,XAKRI,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-2.2131444444,36.2140027778,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XALAS,XALAS,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,4.2300000000,34.2436111111,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XALEK,XALEK,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-2.4525000000,40.7619444444,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XALIM,XALIM,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-1.3994444444,35.0102777778,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XOVAN,XOVAN,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,4.1266666667,34.5863888889,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
XOVOS,XOVOS,SIGNIFICANT_POINT,KENYA / NAIROBI FIR,-2.9380555556,40.0427777778,AIP,KCAA,2026-03-19,KCAA e-AIP ENR 4.4 (authenticated portal),AIP_EXTRACTED,144,15 MAY 2025
